FiscalQuarterYear,FiscalMonthYear,CalMonth,TxnDate,Sub_Theater,Region,ProductGroup,ProductLineCode,ORDER_TYPE,Booking_Quantity,Bookings,TOT_LIST_PR_USD_AM
2019 Q1,2019 2,Dec,12/17/2019,North America,Canada,WIR,I5,ZOR,0,0,0
2019 Q1,2019 2,Dec,12/18/2019,North America,U.S. Central,WIR,I5,SH,2022,490858.67,1087132
2019 Q1,2019 2,Dec,12/22/2019,North America,U.S. Central,WIR,I5,ZCMN,1,-7.68,-11.88
2019 Q1,2019 2,Dec,12/26/2019,North America,U.S. Central,WIR,I5,ZCRN,39,0,0
2019 Q1,2019 2,Dec,12/30/2019,North America,U.S. Central,WIR,I5,ZOR,163,27349.39,68783.52
2019 Q1,2019 2,Dec,12/25/2019,North America,U.S. East,WIR,I5,SH,1669,418074.47,890603
2019 Q1,2019 2,Dec,12-05-2019,North America,U.S. East,WIR,I5,ZCMN,1,-3.36,-5.16
2019 Q1,2019 2,Dec,12/28/2019,North America,U.S. East,WIR,I5,ZCR,0,-1313.2,-3752
2019 Q1,2019 2,Dec,12-04-2019,North America,U.S. East,WIR,I5,ZCRN,42,0,0
2019 Q1,2019 2,Dec,12/26/2019,North America,U.S. East,WIR,I5,ZDR,0,1192.21,3352
2019 Q1,2019 2,Dec,12-06-2019,North America,U.S. East,WIR,I5,ZOR,332,44127.55,126259.19
2019 Q1,2019 2,Dec,12-11-2019,North America,U.S. West,WIR,I5,SH,618,196174.17,414590
2019 Q1,2019 2,Dec,12-01-2019,North America,U.S. West,WIR,I5,ZCRN,8,0,0
2019 Q1,2019 2,Dec,12/14/2019,North America,U.S. West,WIR,I5,ZOR,11,9727.64,19808.42
2019 Q1,2019 2,Dec,12/14/2019,North America,US-HSE,WIR,I5,SH,4,1449.04,3638
2019 Q1,2019 3,Jan,01-02-2020,North America,Canada,WIR,34,SH,1918,1217587.91,4989184.13
2019 Q1,2019 3,Jan,01-02-2020,North America,Canada,WIR,34,ZCMN,3,0,0
2019 Q1,2019 3,Jan,01-09-2020,North America,Canada,WIR,34,ZCRN,171,0,0
2019 Q1,2019 3,Jan,1/22/2020,North America,Canada,WIR,34,ZOR,20,7070.58,20201.66
2019 Q1,2019 3,Jan,1/24/2020,North America,U.S. Central,WIR,34,SH,172,145911.95,345370
2019 Q1,2019 3,Jan,01-01-2020,North America,U.S. Central,WIR,34,ZCMN,7,0,0
2019 Q1,2019 3,Jan,1/15/2020,North America,U.S. Central,WIR,34,ZCR,0,-138848.5,-453867.6
2019 Q1,2019 3,Jan,01-06-2020,North America,U.S. Central,WIR,34,ZCRN,114,0,0
2019 Q1,2019 3,Jan,1/30/2020,North America,U.S. Central,WIR,34,ZDR,0,88551.25,311231.1
2019 Q1,2019 3,Jan,01-02-2020,North America,U.S. Central,WIR,34,ZOR,75,23773.36,71639
2019 Q1,2019 3,Jan,01-11-2020,North America,U.S. East,WIR,34,SH,262,276221.66,694377
2019 Q1,2019 3,Jan,1/20/2020,North America,U.S. East,WIR,34,ZCR,0,-46945.38,-118629
2019 Q1,2019 3,Jan,01-06-2020,North America,U.S. East,WIR,34,ZCRN,174,0,0
2019 Q1,2019 3,Jan,1/13/2020,North America,U.S. East,WIR,34,ZDR,0,43660.75,101280
2019 Q1,2019 3,Jan,01-12-2020,North America,U.S. East,WIR,34,ZOR,262,256669.19,530134.1
2019 Q1,2019 3,Jan,01-04-2020,North America,U.S. East,WIR,34,ZOTM,1,0,0
2019 Q1,2019 3,Jan,1/27/2020,North America,U.S. Federal,WIR,34,SH,98,35790.06,71450
2019 Q1,2019 3,Jan,01-05-2020,North America,U.S. Federal,WIR,34,ZCR,0,-7438.86,-57222
2019 Q1,2019 3,Jan,01-03-2020,North America,U.S. Federal,WIR,34,ZCRN,238,0,0
2019 Q1,2019 3,Jan,1/15/2020,North America,U.S. Federal,WIR,34,ZDR,0,22842.12,88701
2019 Q1,2019 3,Jan,1/17/2020,North America,U.S. Federal,WIR,34,ZOR,2038,1893118,4706680
2019 Q1,2019 3,Jan,1/18/2020,North America,U.S. West,WIR,34,SH,187,74935.88,343689.36
2019 Q1,2019 3,Jan,01-09-2020,North America,U.S. West,WIR,34,ZCR,0,-78016.9,-273614
2019 Q1,2019 3,Jan,1/22/2020,North America,U.S. West,WIR,34,ZCRN,115,0,0
2019 Q1,2019 3,Jan,01-10-2020,North America,U.S. West,WIR,34,ZDR,0,83872.42,282486
2019 Q1,2019 3,Jan,1/31/2020,North America,U.S. West,WIR,34,ZOR,107,174652.4,581361.82
2019 Q1,2019 3,Jan,1/13/2020,North America,US-HSE,WIR,34,ZDR,0,49833.35,149540
2019 Q1,2019 3,Jan,1/24/2020,North America,Canada,WIR,35,SH,4001,2878589.84,8664361.56
2019 Q1,2019 3,Jan,1/24/2020,North America,Canada,WIR,35,ZCMN,14,0,0
2019 Q1,2019 3,Jan,1/27/2020,North America,Canada,WIR,35,ZCR,0,-9296.53,-34491
2019 Q1,2019 3,Jan,1/25/2020,North America,Canada,WIR,35,ZCRN,58,0,0
2019 Q1,2019 3,Jan,1/22/2020,North America,Canada,WIR,35,ZDR,0,16779.22,112001.52
2019 Q1,2019 3,Jan,01-05-2020,North America,Canada,WIR,35,ZOR,228,158224.92,476678.62
2019 Q1,2019 3,Jan,1/29/2020,North America,U.S. Central,WIR,35,SH,21303,10882947.23,38577656.09
2019 Q1,2019 3,Jan,01-06-2020,North America,U.S. Central,WIR,35,ZCMN,61,0,0
2019 Q1,2019 3,Jan,1/18/2020,North America,U.S. Central,WIR,35,ZCR,0,-535.23,-675.23
2019 Q1,2019 3,Jan,01-01-2020,North America,U.S. Central,WIR,35,ZCRN,467,0,0
2019 Q1,2019 3,Jan,1/22/2020,North America,U.S. Central,WIR,35,ZDR,0,100,240
2019 Q1,2019 3,Jan,1/26/2020,North America,U.S. Central,WIR,35,ZOR,424,273538.29,623463.42
2019 Q1,2019 3,Jan,01-07-2020,North America,U.S. Central,WIR,35,ZRE,-1,-2355.54,-3750
2019 Q1,2019 3,Jan,1/31/2020,North America,U.S. East,WIR,35,SH,14223,10159543.29,30074335.94
2019 Q1,2019 3,Jan,1/21/2020,North America,U.S. East,WIR,35,ZCR,0,-136659.4,-340400.56
2019 Q1,2019 3,Jan,01-04-2020,North America,U.S. East,WIR,35,ZCRN,226,0,0
2019 Q1,2019 3,Jan,1/21/2020,North America,U.S. East,WIR,35,ZDR,0,239200.3,497556.56
2019 Q1,2019 3,Jan,1/31/2020,North America,U.S. East,WIR,35,ZOR,1855,3139402.47,11072638.98
2019 Q1,2019 3,Jan,1/17/2020,North America,U.S. Federal,WIR,35,SH,460,572155.17,1260134.99
2019 Q1,2019 3,Jan,01-10-2020,North America,U.S. Federal,WIR,35,ZCR,0,-509780.43,-1454924
2019 Q1,2019 3,Jan,1/23/2020,North America,U.S. Federal,WIR,35,ZCRN,9,0,0
2019 Q1,2019 3,Jan,01-12-2020,North America,U.S. Federal,WIR,35,ZDR,0,509526.08,1454485
2019 Q1,2019 3,Jan,1/20/2020,North America,U.S. Federal,WIR,35,ZOR,79,52614.22,110440
2019 Q1,2019 3,Jan,01-09-2020,North America,U.S. West,WIR,35,SH,8074,6638868.06,19073202.94
2019 Q1,2019 3,Jan,01-02-2020,North America,U.S. West,WIR,35,ZCR,0,-4941.06,-15131.83
2019 Q1,2019 3,Jan,1/21/2020,North America,U.S. West,WIR,35,ZCRN,85,-2229.24,-3151.2
2019 Q1,2019 3,Jan,01-09-2020,North America,U.S. West,WIR,35,ZDR,0,166855.56,260456.83
2019 Q1,2019 3,Jan,1/14/2020,North America,U.S. West,WIR,35,ZOR,115,44518.65,95011.21
2019 Q1,2019 3,Jan,01-07-2020,North America,US-HSE,WIR,35,SH,12,2568.29,6210
2019 Q1,2019 3,Jan,01-08-2020,North America,US-HSE,WIR,35,ZCRN,8,0,0
2019 Q1,2019 3,Jan,01-09-2020,North America,Canada,WIR,6H,SH,12,15948.88,33782.44
2019 Q1,2019 3,Jan,01-09-2020,North America,Canada,WIR,6H,ZCRN,56,0,0
2019 Q1,2019 3,Jan,1/26/2020,North America,U.S. Central,WIR,6H,SH,258,123376.27,341615
2019 Q1,2019 3,Jan,1/17/2020,North America,U.S. Central,WIR,6H,ZCMN,24,0,0
2019 Q1,2019 3,Jan,1/24/2020,North America,U.S. Central,WIR,6H,ZCRN,36,0,0
2019 Q1,2019 3,Jan,1/16/2020,North America,U.S. Central,WIR,6H,ZOR,2,1040,1426.28
2019 Q1,2019 3,Jan,1/14/2020,North America,U.S. East,WIR,6H,SH,35,67725.57,133610
2019 Q1,2019 3,Jan,01-05-2020,North America,U.S. East,WIR,6H,ZCRN,86,0,0
2019 Q1,2019 3,Jan,1/30/2020,North America,U.S. East,WIR,6H,ZOR,1,660,850.52
2019 Q1,2019 3,Jan,1/21/2020,North America,U.S. East,WIR,6H,ZRE,-1,-650,-837.63
2019 Q1,2019 3,Jan,1/15/2020,North America,U.S. Federal,WIR,6H,SH,2,3348.66,5145
2019 Q1,2019 3,Jan,1/14/2020,North America,U.S. Federal,WIR,6H,ZCRN,36,0,0
2019 Q1,2019 3,Jan,1/16/2020,North America,U.S. West,WIR,6H,SH,27,42572.99,84895
2019 Q1,2019 3,Jan,1/23/2020,North America,U.S. West,WIR,6H,ZCRN,26,-1776.24,-2868
2019 Q1,2019 3,Jan,01-12-2020,North America,U.S. West,WIR,6H,ZDR,0,28305.42,42887
2019 Q1,2019 3,Jan,1/30/2020,North America,Canada,WIR,I5,SH,1471,381940.11,816766.77
2019 Q1,2019 3,Jan,01-08-2020,North America,Canada,WIR,I5,ZCRN,2,0,0
2019 Q1,2019 3,Jan,1/22/2020,North America,Canada,WIR,I5,ZOR,1,305.41,643
2019 Q1,2019 3,Jan,1/17/2020,North America,U.S. Central,WIR,I5,SH,1633,454926.29,976953
2019 Q1,2019 3,Jan,01-08-2020,North America,U.S. Central,WIR,I5,ZCR,-800,-36000,-60324
2019 Q1,2019 3,Jan,1/27/2020,North America,U.S. Central,WIR,I5,ZCRN,155,0,0
2019 Q1,2019 3,Jan,1/22/2020,North America,U.S. Central,WIR,I5,ZDR,1000,49516.28,61628.28
2019 Q1,2019 3,Jan,01-01-2020,North America,U.S. Central,WIR,I5,ZOR,750,157628.11,314923.94
2019 Q1,2019 3,Jan,1/13/2020,North America,U.S. East,WIR,I5,SH,2140,564650.34,1175585
2019 Q1,2019 3,Jan,1/17/2020,North America,U.S. East,WIR,I5,ZCR,0,-656.6,-1876
2019 Q1,2019 3,Jan,01-10-2020,North America,U.S. East,WIR,I5,ZCRN,159,0,0.12
2019 Q1,2019 3,Jan,01-06-2020,North America,U.S. East,WIR,I5,ZCRP,4,0,0
2019 Q1,2019 3,Jan,01-10-2020,North America,U.S. East,WIR,I5,ZDR,0,820.75,2345
2019 Q1,2019 3,Jan,01-07-2020,North America,U.S. East,WIR,I5,ZOR,2099,561154.23,1290317.02
2019 Q1,2019 3,Jan,1/21/2020,North America,U.S. West,WIR,I5,SH,693,210647.19,443580
2019 Q1,2019 3,Jan,1/21/2020,North America,U.S. West,WIR,I5,ZCR,0,-5717.2,-10180
2019 Q1,2019 3,Jan,1/27/2020,North America,U.S. West,WIR,I5,ZCRN,16,0,0
2019 Q1,2019 3,Jan,01-12-2020,North America,U.S. West,WIR,I5,ZDR,0,5717.2,10180
2019 Q1,2019 3,Jan,01-04-2020,North America,U.S. West,WIR,I5,ZOR,6,2190,2672.06
2019 Q1,2019 3,Jan,01-11-2020,North America,US-HSE,WIR,I5,SH,34,3434.01,6535
2019 Q2,2019 4,Feb,02-01-2020,North America,Canada,WIR,34,SH,624,390725.92,1592135.19
2019 Q2,2019 4,Feb,2/19/2020,North America,Canada,WIR,34,ZCR,0,-3692.8,-13723.02
2019 Q2,2019 4,Feb,02-08-2020,North America,Canada,WIR,34,ZCRN,37,0,0
2019 Q2,2019 4,Feb,2/16/2020,North America,Canada,WIR,34,ZDR,0,3524.71,13834.92
2019 Q2,2019 4,Feb,2/18/2020,North America,Canada,WIR,34,ZOR,177,31212.75,128839.82
2019 Q2,2019 4,Feb,2/13/2020,North America,U.S. Central,WIR,34,SH,257,143770.57,552735
2019 Q2,2019 4,Feb,2/17/2020,North America,U.S. Central,WIR,34,ZCR,0,-65716,-184543.62
2019 Q2,2019 4,Feb,2/26/2020,North America,U.S. Central,WIR,34,ZCRN,482,0,0
2019 Q2,2019 4,Feb,02-07-2020,North America,U.S. Central,WIR,34,ZDR,0,65716,184543.62
2019 Q2,2019 4,Feb,2/13/2020,North America,U.S. Central,WIR,34,ZOR,143,31979.51,220484
2019 Q2,2019 4,Feb,2/25/2020,North America,U.S. East,WIR,34,SH,283,271311.88,755737
2019 Q2,2019 4,Feb,02-02-2020,North America,U.S. East,WIR,34,ZCRN,441,0,0
2019 Q2,2019 4,Feb,02-05-2020,North America,U.S. East,WIR,34,ZOR,235,123903.66,344694.75
2019 Q2,2019 4,Feb,2/23/2020,North America,U.S. Federal,WIR,34,SH,645,724911.27,2241618
2019 Q2,2019 4,Feb,2/27/2020,North America,U.S. Federal,WIR,34,ZCMN,38,0,0
2019 Q2,2019 4,Feb,2/17/2020,North America,U.S. Federal,WIR,34,ZCR,0,-1913.8,-5468
2019 Q2,2019 4,Feb,02-09-2020,North America,U.S. Federal,WIR,34,ZCRN,42,0,0
2019 Q2,2019 4,Feb,02-08-2020,North America,U.S. Federal,WIR,34,ZDR,0,20778.4,99791
2019 Q2,2019 4,Feb,02-06-2020,North America,U.S. Federal,WIR,34,ZOR,255,60904.45,160645
2019 Q2,2019 4,Feb,02-10-2020,North America,U.S. West,WIR,34,SH,545,377076.66,1112414.4
2019 Q2,2019 4,Feb,2/24/2020,North America,U.S. West,WIR,34,ZCRN,107,0,0
2019 Q2,2019 4,Feb,02-06-2020,North America,U.S. West,WIR,34,ZOR,46,24380.14,66010
2019 Q2,2019 4,Feb,2/21/2020,North America,Canada,WIR,35,SH,1997,1721419.18,4784743.69
2019 Q2,2019 4,Feb,2/15/2020,North America,Canada,WIR,35,ZCMN,3,0,0
2019 Q2,2019 4,Feb,2/24/2020,North America,Canada,WIR,35,ZCR,0,-11964.5,-85637.29
2019 Q2,2019 4,Feb,2/16/2020,North America,Canada,WIR,35,ZCRN,11,0,0
2019 Q2,2019 4,Feb,2/23/2020,North America,Canada,WIR,35,ZDR,0,16835.28,128748.07
2019 Q2,2019 4,Feb,02-02-2020,North America,Canada,WIR,35,ZOR,9,6033.15,23956.68
2019 Q2,2019 4,Feb,02-11-2020,North America,U.S. Central,WIR,35,SH,10501,8127418.85,26411961.93
2019 Q2,2019 4,Feb,02-07-2020,North America,U.S. Central,WIR,35,ZCR,0,-186770.23,-399302.48
2019 Q2,2019 4,Feb,02-10-2020,North America,U.S. Central,WIR,35,ZCRN,24,0,0
2019 Q2,2019 4,Feb,2/26/2020,North America,U.S. Central,WIR,35,ZDR,0,181373.58,379561.21
2019 Q2,2019 4,Feb,2/28/2020,North America,U.S. Central,WIR,35,ZOR,325,98665.26,222913.72
2019 Q2,2019 4,Feb,02-07-2020,North America,U.S. Central,WIR,35,ZRE,-4,-4709.12,-14716
2019 Q2,2019 4,Feb,2/27/2020,North America,U.S. East,WIR,35,G2,0,-119.46,-181
2019 Q2,2019 4,Feb,2/25/2020,North America,U.S. East,WIR,35,SH,11916,7895092.55,23898595.43
2019 Q2,2019 4,Feb,02-09-2020,North America,U.S. East,WIR,35,ZCMN,15,0,0
2019 Q2,2019 4,Feb,2/24/2020,North America,U.S. East,WIR,35,ZCR,0,-2464635.85,-9809050.6
2019 Q2,2019 4,Feb,2/13/2020,North America,U.S. East,WIR,35,ZCRN,48,0,0
2019 Q2,2019 4,Feb,2/27/2020,North America,U.S. East,WIR,35,ZDR,0,2664246.43,10590226.84
2019 Q2,2019 4,Feb,02-09-2020,North America,U.S. East,WIR,35,ZOR,21362,7043309.55,25268326.04
2019 Q2,2019 4,Feb,2/17/2020,North America,U.S. East,WIR,35,ZRE,-3,-918.5,-1311.2
2019 Q2,2019 4,Feb,2/21/2020,North America,U.S. Federal,WIR,35,SH,318,153246.98,482539.98
2019 Q2,2019 4,Feb,2/23/2020,North America,U.S. Federal,WIR,35,ZCMN,9,0,0
2019 Q2,2019 4,Feb,2/25/2020,North America,U.S. Federal,WIR,35,ZCR,0,-1398.94,-2298
2019 Q2,2019 4,Feb,2/23/2020,North America,U.S. Federal,WIR,35,ZCRN,115,0,0
2019 Q2,2019 4,Feb,02-03-2020,North America,U.S. Federal,WIR,35,ZDR,0,6087.01,22046
2019 Q2,2019 4,Feb,02-03-2020,North America,U.S. Federal,WIR,35,ZOR,906,264284.85,1046945
2019 Q2,2019 4,Feb,2/20/2020,North America,U.S. West,WIR,35,SH,4411,3460395.36,9157628.38
2019 Q2,2019 4,Feb,2/13/2020,North America,U.S. West,WIR,35,ZCR,0,-13677.14,-25622.46
2019 Q2,2019 4,Feb,2/15/2020,North America,U.S. West,WIR,35,ZCRN,325,0,10320
2019 Q2,2019 4,Feb,02-05-2020,North America,U.S. West,WIR,35,ZDR,0,4571.61,11132.46
2019 Q2,2019 4,Feb,02-12-2020,North America,U.S. West,WIR,35,ZOR,112,38680.37,129654
2019 Q2,2019 4,Feb,2/15/2020,North America,U.S. West,WIR,35,ZRE,-24,-14960.12,-33758
2019 Q2,2019 4,Feb,2/28/2020,North America,Canada,WIR,6H,SH,6,8261.79,10456.98
2019 Q2,2019 4,Feb,02-07-2020,North America,Canada,WIR,6H,ZCRN,6,0,0
2019 Q2,2019 4,Feb,02-01-2020,North America,U.S. Central,WIR,6H,SH,360,137192.15,346855
2019 Q2,2019 4,Feb,2/15/2020,North America,U.S. Central,WIR,6H,ZCRN,51,0,0
2019 Q2,2019 4,Feb,2/18/2020,North America,U.S. East,WIR,6H,SH,19,35045.35,52664
2019 Q2,2019 4,Feb,2/14/2020,North America,U.S. East,WIR,6H,ZCRN,82,0,0
2019 Q2,2019 4,Feb,2/19/2020,North America,U.S. Federal,WIR,6H,SH,1,433.32,785
2019 Q2,2019 4,Feb,02-09-2020,North America,U.S. Federal,WIR,6H,ZCMN,10,0,0
2019 Q2,2019 4,Feb,02-12-2020,North America,U.S. Federal,WIR,6H,ZCR,0,-424.2,-1498
2019 Q2,2019 4,Feb,02-08-2020,North America,U.S. Federal,WIR,6H,ZCRN,55,0,0
2019 Q2,2019 4,Feb,02-08-2020,North America,U.S. Federal,WIR,6H,ZDR,0,424.2,1498
2019 Q2,2019 4,Feb,2/20/2020,North America,U.S. West,WIR,6H,SH,19,40736.38,67985
2019 Q2,2019 4,Feb,2/16/2020,North America,U.S. West,WIR,6H,ZCRN,58,0,0
2019 Q2,2019 4,Feb,2/22/2020,North America,U.S. West,WIR,6H,ZRE,0,0,0
2019 Q2,2019 4,Feb,2/13/2020,North America,Canada,WIR,I5,SH,1118,257512.32,558425.06
2019 Q2,2019 4,Feb,02-11-2020,North America,Canada,WIR,I5,ZCR,0,-339.48,-680.33
2019 Q2,2019 4,Feb,2/15/2020,North America,Canada,WIR,I5,ZCRN,1,0,0
2019 Q2,2019 4,Feb,2/20/2020,North America,Canada,WIR,I5,ZDR,0,313.02,718.28
2019 Q2,2019 4,Feb,02-05-2020,North America,Canada,WIR,I5,ZOR,2,610.82,1286
2019 Q2,2019 4,Feb,2/28/2020,North America,Canada,WIR,I5,ZRE,-1,-305.41,-643
2019 Q2,2019 4,Feb,02-06-2020,North America,U.S. Central,WIR,I5,SH,1672,398861.49,861820
2019 Q2,2019 4,Feb,2/22/2020,North America,U.S. Central,WIR,I5,ZCRN,571,0,0
2019 Q2,2019 4,Feb,2/19/2020,North America,U.S. Central,WIR,I5,ZDR,200,9000,15106
2019 Q2,2019 4,Feb,02-12-2020,North America,U.S. Central,WIR,I5,ZOR,1838,322191.45,676754.69
2019 Q2,2019 4,Feb,2/19/2020,North America,U.S. Central,WIR,I5,ZRE,-200,-9000,-15006
2019 Q2,2019 4,Feb,2/16/2020,North America,U.S. East,WIR,I5,SH,1435,402267.4,897263.04
2019 Q2,2019 4,Feb,02-01-2020,North America,U.S. East,WIR,I5,ZCRN,481,0,0
2019 Q2,2019 4,Feb,2/26/2020,North America,U.S. East,WIR,I5,ZDR,0,0,0
2019 Q2,2019 4,Feb,02-03-2020,North America,U.S. East,WIR,I5,ZOR,544,120435.32,339621.2
2019 Q2,2019 4,Feb,2/25/2020,North America,U.S. East,WIR,I5,ZRE,-2,-272.2,-452
2019 Q2,2019 4,Feb,2/28/2020,North America,U.S. Federal,WIR,I5,ZOR,3,494.12,1432.24
2019 Q2,2019 4,Feb,02-10-2020,North America,U.S. West,WIR,I5,SH,853,226222.6,484736
2019 Q2,2019 4,Feb,2/17/2020,North America,U.S. West,WIR,I5,ZCRN,221,0,0
2019 Q2,2019 4,Feb,2/26/2020,North America,U.S. West,WIR,I5,ZOR,6,3292.4,7836.1
2019 Q2,2019 4,Feb,02-03-2020,North America,US-HSE,WIR,I5,SH,7,1362.44,2960
2019 Q2,2019 5,Mar,3/16/2020,North America,Canada,WIR,34,SH,1259,750254.1,3153946.17
2019 Q2,2019 5,Mar,03-06-2020,North America,Canada,WIR,34,ZCR,0,-1780.67,-7685.43
2019 Q2,2019 5,Mar,2/29/2020,North America,Canada,WIR,34,ZCRN,107,0,0
2019 Q2,2019 5,Mar,03-12-2020,North America,Canada,WIR,34,ZDR,0,1780.67,7685.43
2019 Q2,2019 5,Mar,3/28/2020,North America,Canada,WIR,34,ZOR,54,10601.89,30291.11
2019 Q2,2019 5,Mar,3/15/2020,North America,U.S. Central,WIR,34,SH,411,279963.22,742517
2019 Q2,2019 5,Mar,03-09-2020,North America,U.S. Central,WIR,34,ZCR,0,-13727.6,-68460
2019 Q2,2019 5,Mar,3/15/2020,North America,U.S. Central,WIR,34,ZCRN,49,0,0
2019 Q2,2019 5,Mar,03-01-2020,North America,U.S. Central,WIR,34,ZDR,0,13727.6,68490
2019 Q2,2019 5,Mar,3/20/2020,North America,U.S. Central,WIR,34,ZOR,41,9488.91,55219
2019 Q2,2019 5,Mar,3/25/2020,North America,U.S. Central,WIR,34,ZRE,-24,-10178.66,-53034
2019 Q2,2019 5,Mar,3/28/2020,North America,U.S. East,WIR,34,SH,127,98192.2,220332
2019 Q2,2019 5,Mar,3/18/2020,North America,U.S. East,WIR,34,ZCMN,2,0,0
2019 Q2,2019 5,Mar,03-03-2020,North America,U.S. East,WIR,34,ZCRN,232,0,0
2019 Q2,2019 5,Mar,3/30/2020,North America,U.S. East,WIR,34,ZOR,177,93106.14,286618.27
2019 Q2,2019 5,Mar,03-05-2020,North America,U.S. Federal,WIR,34,SH,17,12623.68,27245
2019 Q2,2019 5,Mar,3/23/2020,North America,U.S. Federal,WIR,34,ZCRN,85,0,0
2019 Q2,2019 5,Mar,3/14/2020,North America,U.S. Federal,WIR,34,ZOR,64,59181.06,145660
2019 Q2,2019 5,Mar,3/25/2020,North America,U.S. West,WIR,34,SH,301,193315.34,513957
2019 Q2,2019 5,Mar,3/18/2020,North America,U.S. West,WIR,34,ZCRN,443,0,0
2019 Q2,2019 5,Mar,3/26/2020,North America,U.S. West,WIR,34,ZOR,70,35718,109550
2019 Q2,2019 5,Mar,03-04-2020,North America,US-HSE,WIR,34,ZDR,0,5318.6,15196
2019 Q2,2019 5,Mar,3/25/2020,North America,Canada,WIR,35,SH,4471,3529053.97,10400277.63
2019 Q2,2019 5,Mar,03-08-2020,North America,Canada,WIR,35,ZCR,0,-6134.61,-18963.07
2019 Q2,2019 5,Mar,03-12-2020,North America,Canada,WIR,35,ZCRN,68,0,0
2019 Q2,2019 5,Mar,03-08-2020,North America,Canada,WIR,35,ZDR,0,87062.35,307721.48
2019 Q2,2019 5,Mar,3/19/2020,North America,Canada,WIR,35,ZOR,146,103464.17,325900.78
2019 Q2,2019 5,Mar,3/24/2020,North America,U.S. Central,WIR,35,SH,24172,11332651.18,39134050.49
2019 Q2,2019 5,Mar,03-11-2020,North America,U.S. Central,WIR,35,ZCR,0,-63850.08,-227239.8
2019 Q2,2019 5,Mar,3/15/2020,North America,U.S. Central,WIR,35,ZCRN,815,0,0
2019 Q2,2019 5,Mar,3/30/2020,North America,U.S. Central,WIR,35,ZDR,0,187687.74,1046311.45
2019 Q2,2019 5,Mar,3/13/2020,North America,U.S. Central,WIR,35,ZOR,347,270031.07,690009.54
2019 Q2,2019 5,Mar,2/29/2020,North America,U.S. Central,WIR,35,ZRE,-3449,-2462068.65,-16413791
2019 Q2,2019 5,Mar,03-05-2020,North America,U.S. East,WIR,35,SH,12359,9172882.65,26900334.62
2019 Q2,2019 5,Mar,03-11-2020,North America,U.S. East,WIR,35,ZCMN,24,0,0
2019 Q2,2019 5,Mar,3/20/2020,North America,U.S. East,WIR,35,ZCR,0,-2540236.11,-4472955.25
2019 Q2,2019 5,Mar,3/17/2020,North America,U.S. East,WIR,35,ZCRN,68,0,0
2019 Q2,2019 5,Mar,3/18/2020,North America,U.S. East,WIR,35,ZDR,0,2559272.23,4519822.25
2019 Q2,2019 5,Mar,3/26/2020,North America,U.S. East,WIR,35,ZOR,4024,4009454.13,8978266.8
2019 Q2,2019 5,Mar,03-02-2020,North America,U.S. Federal,WIR,35,SH,833,456968.85,1042834.99
2019 Q2,2019 5,Mar,03-12-2020,North America,U.S. Federal,WIR,35,ZCR,0,-70427.77,-169915
2019 Q2,2019 5,Mar,03-02-2020,North America,U.S. Federal,WIR,35,ZCRN,33,0,0
2019 Q2,2019 5,Mar,03-07-2020,North America,U.S. Federal,WIR,35,ZDR,0,74248.75,172249
2019 Q2,2019 5,Mar,3/23/2020,North America,U.S. Federal,WIR,35,ZOR,94,69000.02,137725
2019 Q2,2019 5,Mar,3/20/2020,North America,U.S. West,WIR,35,SH,5026,4139743.8,12165277.84
2019 Q2,2019 5,Mar,03-01-2020,North America,U.S. West,WIR,35,ZCR,-58,-23303.9,-78998
2019 Q2,2019 5,Mar,3/24/2020,North America,U.S. West,WIR,35,ZCRN,257,0,0
2019 Q2,2019 5,Mar,03-12-2020,North America,U.S. West,WIR,35,ZDR,58,28342.46,95734.56
2019 Q2,2019 5,Mar,3/15/2020,North America,U.S. West,WIR,35,ZOR,303,163828.3,497945.63
2019 Q2,2019 5,Mar,3/18/2020,North America,U.S. West,WIR,35,ZRE,15,3399.81,8483.16
2019 Q2,2019 5,Mar,3/23/2020,North America,US-HSE,WIR,35,SH,13,10575.33,33603
2019 Q2,2019 5,Mar,3/17/2020,North America,US-HSE,WIR,35,ZOR,13,13421.96,17368.63
2019 Q2,2019 5,Mar,3/14/2020,North America,Canada,WIR,6H,SH,9,10185.62,11458.62
2019 Q2,2019 5,Mar,03-03-2020,North America,Canada,WIR,6H,ZCRN,89,0,0
2019 Q2,2019 5,Mar,3/24/2020,North America,U.S. Central,WIR,6H,SH,43,55079.66,155526
2019 Q2,2019 5,Mar,3/22/2020,North America,U.S. Central,WIR,6H,ZCRN,24,-679.41,-1588.6
2019 Q2,2019 5,Mar,3/28/2020,North America,U.S. Central,WIR,6H,ZOR,0,0,0
2019 Q2,2019 5,Mar,3/27/2020,North America,U.S. East,WIR,6H,SH,27,49154.92,98380
2019 Q2,2019 5,Mar,03-12-2020,North America,U.S. East,WIR,6H,ZCMN,1,0,0
2019 Q2,2019 5,Mar,3/15/2020,North America,U.S. East,WIR,6H,ZCRN,65,0,0
2019 Q2,2019 5,Mar,3/26/2020,North America,U.S. Federal,WIR,6H,ZCRN,17,0,0
2019 Q2,2019 5,Mar,3/30/2020,North America,U.S. West,WIR,6H,SH,11,33802.35,51874
2019 Q2,2019 5,Mar,2/29/2020,North America,U.S. West,WIR,6H,ZCRN,25,0,0
