date,subtheatre,region,productgroup,productlinecode,ordertype,bookingquantity,bookingamt,total_list
2019-04-19,North America,Canada,WIR,I5,ZCRN,8,0,0
2019-04-25,North America,Canada,WIR,I5,ZOR,1,496.33,"1,078.99"
2019-04-10,North America,U.S. Central,WIR,I5,SH,1624,"4,79,560.86","10,25,341.00"
2019-04-10,North America,U.S. Central,WIR,I5,ZCR,-17,"-3,167.16","-3,479.82"
2019-04-20,North America,U.S. Central,WIR,I5,ZCRN,53,0,0
2019-04-19,North America,U.S. Central,WIR,I5,ZOR,417,"40,147.46","94,579.92"
2019-04-24,North America,U.S. East,WIR,I5,SH,1801,"4,52,421.51","9,79,715.00"
2019-04-01,North America,U.S. East,WIR,I5,ZCRN,34,0,0
2019-04-27,North America,U.S. East,WIR,I5,ZOR,170,"20,280.59","43,415.37"
2019-04-06,North America,U.S. East,WIR,I5,ZRE,-1,-43.16,-69
2019-04-23,North America,U.S. West,WIR,I5,SH,1152,"3,35,643.25","7,25,135.00"
2019-04-23,North America,U.S. West,WIR,I5,ZCRN,12,0,0
2019-04-15,North America,U.S. West,WIR,I5,ZOR,40,"10,374.49","17,782.87"
2019-04-09,North America,US-HSE,WIR,I5,SH,10,"2,201.66","4,720.00"
2019-04-19,North America,Canada,WIR,34,SH,470,"1,96,317.61","10,62,996.51"
2019-04-05,North America,Canada,WIR,34,ZCR,0,"-2,369.40","-10,824.00"
2019-04-01,North America,Canada,WIR,34,ZCRN,143,0,0
2019-04-16,North America,Canada,WIR,34,ZDR,0,"2,531.83","24,937.79"
2019-04-19,North America,Canada,WIR,34,ZOR,8,"5,862.09","21,549.36"
2019-04-08,North America,U.S. Central,WIR,34,SH,174,"1,86,843.95","5,73,226.00"
2019-04-16,North America,U.S. Central,WIR,34,ZCR,0,"-40,515.70","-1,87,265.60"
2019-04-09,North America,U.S. Central,WIR,34,ZCRN,130,0,0
2019-04-05,North America,U.S. Central,WIR,34,ZDR,0,"55,581.13","2,59,321.12"
2019-04-24,North America,U.S. Central,WIR,34,ZOR,134,"97,839.05","3,00,948.50"
2019-04-06,North America,U.S. Central,WIR,34,ZRE,-1,-672.13,"-1,089.00"
2019-04-19,North America,U.S. East,WIR,34,SH,236,"2,62,034.32","6,95,002.00"
2019-04-05,North America,U.S. East,WIR,34,ZCR,0,"-57,361.30","-1,53,206.00"
2019-04-23,North America,U.S. East,WIR,34,ZCRN,224,0,0
2019-04-19,North America,U.S. East,WIR,34,ZDR,0,"38,307.40","76,220.00"
2019-04-06,North America,U.S. East,WIR,34,ZOR,130,"48,369.90","1,73,606.06"
2019-04-28,North America,U.S. Federal,WIR,34,SH,84,"42,725.75","1,07,650.00"
2019-04-20,North America,U.S. Federal,WIR,34,ZCR,0,"-48,924.39","-2,76,573.00"
2019-04-16,North America,U.S. Federal,WIR,34,ZDR,0,"53,662.69","2,81,070.01"
2019-04-11,North America,U.S. Federal,WIR,34,ZOR,2,"1,281.88","7,863.32"
2019-04-19,North America,U.S. West,WIR,34,SH,272,"2,35,310.61","7,40,437.00"
2019-04-17,North America,U.S. West,WIR,34,ZCRN,235,0,0
2019-04-17,North America,U.S. West,WIR,34,ZOR,64,"19,246.40","98,895.72"
2019-04-23,North America,U.S. West,WIR,34,ZRE,4,"1,184.76","11,437.96"
2019-04-27,North America,US-HSE,WIR,34,SH,-5,"-1,089.00","-1,650.00"
2019-04-14,North America,Canada,WIR,35,SH,2299,"18,90,062.19","55,35,088.58"
2019-04-15,North America,Canada,WIR,35,ZCMN,3,0,0
2019-04-26,North America,Canada,WIR,35,ZCR,0,"-18,913.93","-70,004.52"
2019-04-22,North America,Canada,WIR,35,ZCRN,120,0,0
2019-04-28,North America,Canada,WIR,35,ZDR,0,"40,025.21","3,62,124.89"
2019-04-27,North America,Canada,WIR,35,ZOR,43,"24,339.53","90,151.50"
2019-04-01,North America,U.S. Central,WIR,35,SH,16560,"95,82,480.12","3,13,57,291.54"
2019-04-13,North America,U.S. Central,WIR,35,ZCR,0,"-9,429.84","-18,458.26"
2019-04-04,North America,U.S. Central,WIR,35,ZCRN,111,0,0
2019-04-19,North America,U.S. Central,WIR,35,ZDR,0,"9,002.46","17,109.26"
2019-04-27,North America,U.S. Central,WIR,35,ZOR,549,"1,86,542.99","4,27,361.81"
2019-04-26,North America,U.S. East,WIR,35,SH,14155,"1,02,53,353.35","3,02,20,029.61"
2019-04-13,North America,U.S. East,WIR,35,ZCMN,4,0,0
2019-04-01,North America,U.S. East,WIR,35,ZCR,0,"-21,48,390.20","-84,83,672.00"
2019-04-17,North America,U.S. East,WIR,35,ZCRN,563,-61.44,-75.6
2019-04-19,North America,U.S. East,WIR,35,ZDR,0,"21,48,390.20","84,83,672.00"
2019-04-19,North America,U.S. East,WIR,35,ZOR,15647,"3,22,146.96","14,69,592.13"
2019-04-01,North America,U.S. East,WIR,35,ZRE,-1,93.44,437
2019-04-14,North America,U.S. Federal,WIR,35,SH,1124,"12,20,168.67","29,24,440.00"
2019-04-15,North America,U.S. Federal,WIR,35,ZCR,0,"-34,609.90","-1,44,532.00"
2019-04-15,North America,U.S. Federal,WIR,35,ZCRN,16,0,0
2019-04-02,North America,U.S. Federal,WIR,35,ZDR,0,"73,868.25","1,86,783.00"
2019-04-14,North America,U.S. Federal,WIR,35,ZOR,142,"55,883.71","1,48,500.00"
2019-04-09,North America,U.S. West,WIR,35,SH,7875,"77,76,509.29","2,20,42,935.19"
2019-04-21,North America,U.S. West,WIR,35,ZCRN,268,0,0
2019-04-09,North America,U.S. West,WIR,35,ZOR,80,"35,023.68","1,19,940.36"
2019-04-02,North America,US-HSE,WIR,35,SH,1,356.25,"2,039.00"
2019-04-02,North America,US-HSE,WIR,35,ZCRN,28,0,0
2019-04-06,North America,Canada,WIR,6H,SH,19,"30,584.37","74,206.92"
2019-04-12,North America,Canada,WIR,6H,ZCRN,49,0,0
2019-04-02,North America,U.S. Central,WIR,6H,SH,252,"1,27,775.46","3,20,422.50"
2019-04-04,North America,U.S. Central,WIR,6H,ZCRN,47,0,0
2019-04-16,North America,U.S. East,WIR,6H,SH,42,"50,502.41","1,13,194.00"
2019-04-01,North America,U.S. East,WIR,6H,ZCMN,4,0,0
2019-04-11,North America,U.S. East,WIR,6H,ZCRN,59,0,0
2019-04-23,North America,U.S. East,WIR,6H,ZOR,32,"1,42,820.00","1,43,007.63"
2019-04-14,North America,U.S. Federal,WIR,6H,ZCRN,26,0,0
2019-04-13,North America,U.S. West,WIR,6H,SH,42,"72,106.58","1,43,015.31"
2019-04-15,North America,U.S. West,WIR,6H,ZCRN,27,"-2,275.20","-4,104.00"
2019-04-22,North America,US-HSE,WIR,6H,ZCRN,6,0,218.4
2019-04-22,North America,Canada,WIR,I5,SH,1073,"2,93,567.26","6,34,436.00"
2019-04-14,North America,Canada,WIR,I5,ZCR,0,-310.85,-310.85
2019-04-07,North America,Canada,WIR,I5,ZCRN,10,0,0
2019-04-02,North America,Canada,WIR,I5,ZOR,0,0,0
2019-04-16,North America,U.S. Central,WIR,I5,SH,2022,"4,90,858.67","10,87,132.00"
2019-04-24,North America,U.S. Central,WIR,I5,ZCMN,1,-7.68,-11.88
2019-04-06,North America,U.S. Central,WIR,I5,ZCRN,39,0,0
2019-04-14,North America,U.S. Central,WIR,I5,ZOR,163,"27,349.39","68,783.52"
2019-04-20,North America,U.S. East,WIR,I5,SH,1669,"4,18,074.47","8,90,603.00"
2019-04-16,North America,U.S. East,WIR,I5,ZCMN,1,-3.36,-5.16
2019-04-21,North America,U.S. East,WIR,I5,ZCR,0,"-1,313.20","-3,752.00"
2019-04-02,North America,U.S. East,WIR,I5,ZCRN,42,0,0
2019-04-06,North America,U.S. East,WIR,I5,ZDR,0,"1,192.21","3,352.00"
2019-04-23,North America,U.S. East,WIR,I5,ZOR,332,"44,127.55","1,26,259.19"
2019-04-04,North America,U.S. West,WIR,I5,SH,618,"1,96,174.17","4,14,590.00"
2019-04-10,North America,U.S. West,WIR,I5,ZCRN,8,0,0
2019-04-02,North America,U.S. West,WIR,I5,ZOR,11,"9,727.64","19,808.42"
2019-04-08,North America,US-HSE,WIR,I5,SH,4,"1,449.04","3,638.00"
2019-04-07,North America,Canada,WIR,34,SH,1918,"12,17,587.91","49,89,184.13"
2019-04-21,North America,Canada,WIR,34,ZCMN,3,0,0
2019-04-03,North America,Canada,WIR,34,ZCRN,171,0,0
2019-04-07,North America,Canada,WIR,34,ZOR,20,"7,070.58","20,201.66"
2019-04-16,North America,U.S. Central,WIR,34,SH,172,"1,45,911.95","3,45,370.00"
2019-04-06,North America,U.S. Central,WIR,34,ZCMN,7,0,0
2019-04-19,North America,U.S. Central,WIR,34,ZCR,0,"-1,38,848.50","-4,53,867.60"
2019-04-05,North America,U.S. Central,WIR,34,ZCRN,114,0,0
2019-04-05,North America,U.S. Central,WIR,34,ZDR,0,"88,551.25","3,11,231.10"
2019-04-18,North America,U.S. Central,WIR,34,ZOR,75,"23,773.36","71,639.00"
2019-04-17,North America,U.S. East,WIR,34,SH,262,"2,76,221.66","6,94,377.00"
2019-04-20,North America,U.S. East,WIR,34,ZCR,0,"-46,945.38","-1,18,629.00"
2019-04-28,North America,U.S. East,WIR,34,ZCRN,174,0,0
2019-04-25,North America,U.S. East,WIR,34,ZDR,0,"43,660.75","1,01,280.00"
2019-04-14,North America,U.S. East,WIR,34,ZOR,262,"2,56,669.19","5,30,134.10"
2019-04-24,North America,U.S. East,WIR,34,ZOTM,1,0,0
2019-04-05,North America,U.S. Federal,WIR,34,SH,98,"35,790.06","71,450.00"
2019-04-19,North America,U.S. Federal,WIR,34,ZCR,0,"-7,438.86","-57,222.00"
2019-04-15,North America,U.S. Federal,WIR,34,ZCRN,238,0,0
2019-04-03,North America,U.S. Federal,WIR,34,ZDR,0,"22,842.12","88,701.00"
2019-04-23,North America,U.S. Federal,WIR,34,ZOR,2038,"18,93,118.00","47,06,680.00"
2019-04-22,North America,U.S. West,WIR,34,SH,187,"74,935.88","3,43,689.36"
2019-04-18,North America,U.S. West,WIR,34,ZCR,0,"-78,016.90","-2,73,614.00"
2019-04-05,North America,U.S. West,WIR,34,ZCRN,115,0,0
2019-04-16,North America,U.S. West,WIR,34,ZDR,0,"83,872.42","2,82,486.00"
2019-04-27,North America,U.S. West,WIR,34,ZOR,107,"1,74,652.40","5,81,361.82"
2019-04-21,North America,US-HSE,WIR,34,ZDR,0,"49,833.35","1,49,540.00"
2019-04-17,North America,Canada,WIR,35,SH,4001,"28,78,589.84","86,64,361.56"
2019-04-17,North America,Canada,WIR,35,ZCMN,14,0,0
2019-04-05,North America,Canada,WIR,35,ZCR,0,"-9,296.53","-34,491.00"
2019-04-01,North America,Canada,WIR,35,ZCRN,58,0,0
2019-04-25,North America,Canada,WIR,35,ZDR,0,"16,779.22","1,12,001.52"
2019-04-08,North America,Canada,WIR,35,ZOR,228,"1,58,224.92","4,76,678.62"
2019-04-14,North America,U.S. Central,WIR,35,SH,21303,"1,08,82,947.23","3,85,77,656.09"
2019-04-08,North America,U.S. Central,WIR,35,ZCMN,61,0,0
2019-04-16,North America,U.S. Central,WIR,35,ZCR,0,-535.23,-675.23
2019-04-17,North America,U.S. Central,WIR,35,ZCRN,467,0,0
2019-04-20,North America,U.S. Central,WIR,35,ZDR,0,100,240
2019-04-09,North America,U.S. Central,WIR,35,ZOR,424,"2,73,538.29","6,23,463.42"
2019-04-25,North America,U.S. Central,WIR,35,ZRE,-1,"-2,355.54","-3,750.00"
2019-04-26,North America,U.S. East,WIR,35,SH,14223,"1,01,59,543.29","3,00,74,335.94"
2019-04-15,North America,U.S. East,WIR,35,ZCR,0,"-1,36,659.40","-3,40,400.56"
2019-04-07,North America,U.S. East,WIR,35,ZCRN,226,0,0
2019-04-12,North America,U.S. East,WIR,35,ZDR,0,"2,39,200.30","4,97,556.56"
2019-04-16,North America,U.S. East,WIR,35,ZOR,1855,"31,39,402.47","1,10,72,638.98"
2019-04-27,North America,U.S. Federal,WIR,35,SH,460,"5,72,155.17","12,60,134.99"
2019-04-28,North America,U.S. Federal,WIR,35,ZCR,0,"-5,09,780.43","-14,54,924.00"
2019-04-05,North America,U.S. Federal,WIR,35,ZCRN,9,0,0
2019-04-28,North America,U.S. Federal,WIR,35,ZDR,0,"5,09,526.08","14,54,485.00"
2019-04-05,North America,U.S. Federal,WIR,35,ZOR,79,"52,614.22","1,10,440.00"
2019-04-24,North America,U.S. West,WIR,35,SH,8074,"66,38,868.06","1,90,73,202.94"
2019-04-05,North America,U.S. West,WIR,35,ZCR,0,"-4,941.06","-15,131.83"
2019-04-28,North America,U.S. West,WIR,35,ZCRN,85,"-2,229.24","-3,151.20"
2019-04-11,North America,U.S. West,WIR,35,ZDR,0,"1,66,855.56","2,60,456.83"
2019-04-22,North America,U.S. West,WIR,35,ZOR,115,"44,518.65","95,011.21"
2019-04-21,North America,US-HSE,WIR,35,SH,12,"2,568.29","6,210.00"
2019-04-27,North America,US-HSE,WIR,35,ZCRN,8,0,0
2019-04-21,North America,Canada,WIR,6H,SH,12,"15,948.88","33,782.44"
2019-04-16,North America,Canada,WIR,6H,ZCRN,56,0,0
2019-04-10,North America,U.S. Central,WIR,6H,SH,258,"1,23,376.27","3,41,615.00"
2019-04-14,North America,U.S. Central,WIR,6H,ZCMN,24,0,0
2019-04-06,North America,U.S. Central,WIR,6H,ZCRN,36,0,0
2019-04-03,North America,U.S. Central,WIR,6H,ZOR,2,"1,040.00","1,426.28"
2019-04-07,North America,U.S. East,WIR,6H,SH,35,"67,725.57","1,33,610.00"
2019-04-22,North America,U.S. East,WIR,6H,ZCRN,86,0,0
2019-04-20,North America,U.S. East,WIR,6H,ZOR,1,660,850.52
2019-04-27,North America,U.S. East,WIR,6H,ZRE,-1,-650,-837.63
2019-04-13,North America,U.S. Federal,WIR,6H,SH,2,"3,348.66","5,145.00"
2019-04-08,North America,U.S. Federal,WIR,6H,ZCRN,36,0,0
2019-04-22,North America,U.S. West,WIR,6H,SH,27,"42,572.99","84,895.00"
2019-04-01,North America,U.S. West,WIR,6H,ZCRN,26,"-1,776.24","-2,868.00"
2019-04-28,North America,U.S. West,WIR,6H,ZDR,0,"28,305.42","42,887.00"
2019-04-08,North America,Canada,WIR,I5,SH,1471,"3,81,940.11","8,16,766.77"
2019-04-05,North America,Canada,WIR,I5,ZCRN,2,0,0
2019-04-14,North America,Canada,WIR,I5,ZOR,1,305.41,643
2019-04-16,North America,U.S. Central,WIR,I5,SH,1633,"4,54,926.29","9,76,953.00"
2019-04-02,North America,U.S. Central,WIR,I5,ZCR,-800,"-36,000.00","-60,324.00"
2019-04-07,North America,U.S. Central,WIR,I5,ZCRN,155,0,0
2019-04-26,North America,U.S. Central,WIR,I5,ZDR,1000,"49,516.28","61,628.28"
2019-04-10,North America,U.S. Central,WIR,I5,ZOR,750,"1,57,628.11","3,14,923.94"
2019-04-25,North America,U.S. East,WIR,I5,SH,2140,"5,64,650.34","11,75,585.00"
2019-04-19,North America,U.S. East,WIR,I5,ZCR,0,-656.6,"-1,876.00"
2019-04-09,North America,U.S. East,WIR,I5,ZCRN,159,0,0.12
2019-04-05,North America,U.S. East,WIR,I5,ZCRP,4,0,0
2019-04-27,North America,U.S. East,WIR,I5,ZDR,0,820.75,"2,345.00"
2019-04-17,North America,U.S. East,WIR,I5,ZOR,2099,"5,61,154.23","12,90,317.02"
2019-04-24,North America,U.S. West,WIR,I5,SH,693,"2,10,647.19","4,43,580.00"
2019-04-27,North America,U.S. West,WIR,I5,ZCR,0,"-5,717.20","-10,180.00"
2019-04-18,North America,U.S. West,WIR,I5,ZCRN,16,0,0
2019-04-09,North America,U.S. West,WIR,I5,ZDR,0,"5,717.20","10,180.00"
2019-04-28,North America,U.S. West,WIR,I5,ZOR,6,"2,190.00","2,672.06"
2019-04-02,North America,US-HSE,WIR,I5,SH,34,"3,434.01","6,535.00"
2019-04-21,North America,Canada,WIR,34,SH,624,"3,90,725.92","15,92,135.19"
2019-04-09,North America,Canada,WIR,34,ZCR,0,"-3,692.80","-13,723.02"
2019-04-23,North America,Canada,WIR,34,ZCRN,37,0,0
2019-04-04,North America,Canada,WIR,34,ZDR,0,"3,524.71","13,834.92"
2019-04-05,North America,Canada,WIR,34,ZOR,177,"31,212.75","1,28,839.82"
2019-04-14,North America,U.S. Central,WIR,34,SH,257,"1,43,770.57","5,52,735.00"
2019-04-17,North America,U.S. Central,WIR,34,ZCR,0,"-65,716.00","-1,84,543.62"
2019-04-03,North America,U.S. Central,WIR,34,ZCRN,482,0,0
2019-04-11,North America,U.S. Central,WIR,34,ZDR,0,"65,716.00","1,84,543.62"
2019-04-21,North America,U.S. Central,WIR,34,ZOR,143,"31,979.51","2,20,484.00"
2019-04-26,North America,U.S. East,WIR,34,SH,283,"2,71,311.88","7,55,737.00"
2019-04-25,North America,U.S. East,WIR,34,ZCRN,441,0,0
2019-04-09,North America,U.S. East,WIR,34,ZOR,235,"1,23,903.66","3,44,694.75"
2019-04-13,North America,U.S. Federal,WIR,34,SH,645,"7,24,911.27","22,41,618.00"
2019-04-27,North America,U.S. Federal,WIR,34,ZCMN,38,0,0
2019-04-02,North America,U.S. Federal,WIR,34,ZCR,0,"-1,913.80","-5,468.00"
2019-04-09,North America,U.S. Federal,WIR,34,ZCRN,42,0,0
2019-04-13,North America,U.S. Federal,WIR,34,ZDR,0,"20,778.40","99,791.00"
2019-04-06,North America,U.S. Federal,WIR,34,ZOR,255,"60,904.45","1,60,645.00"
2019-04-25,North America,U.S. West,WIR,34,SH,545,"3,77,076.66","11,12,414.40"
2019-04-12,North America,U.S. West,WIR,34,ZCRN,107,0,0
2019-04-25,North America,U.S. West,WIR,34,ZOR,46,"24,380.14","66,010.00"
2019-04-11,North America,Canada,WIR,35,SH,1997,"17,21,419.18","47,84,743.69"
2019-04-04,North America,Canada,WIR,35,ZCMN,3,0,0
2019-04-23,North America,Canada,WIR,35,ZCR,0,"-11,964.50","-85,637.29"
2019-04-02,North America,Canada,WIR,35,ZCRN,11,0,0
2019-04-07,North America,Canada,WIR,35,ZDR,0,"16,835.28","1,28,748.07"
2019-04-28,North America,Canada,WIR,35,ZOR,9,"6,033.15","23,956.68"
2019-04-16,North America,U.S. Central,WIR,35,SH,10501,"81,27,418.85","2,64,11,961.93"
2019-04-26,North America,U.S. Central,WIR,35,ZCR,0,"-1,86,770.23","-3,99,302.48"
2019-04-27,North America,U.S. Central,WIR,35,ZCRN,24,0,0
2019-04-04,North America,U.S. Central,WIR,35,ZDR,0,"1,81,373.58","3,79,561.21"
2019-04-15,North America,U.S. Central,WIR,35,ZOR,325,"98,665.26","2,22,913.72"
2019-04-12,North America,U.S. Central,WIR,35,ZRE,-4,"-4,709.12","-14,716.00"
2019-04-28,North America,U.S. East,WIR,35,G2,0,-119.46,-181
2019-04-10,North America,U.S. East,WIR,35,SH,11916,"78,95,092.55","2,38,98,595.43"
2019-04-25,North America,U.S. East,WIR,35,ZCMN,15,0,0
2019-04-21,North America,U.S. East,WIR,35,ZCR,0,"-24,64,635.85","-98,09,050.60"
2019-04-02,North America,U.S. East,WIR,35,ZCRN,48,0,0
2019-04-21,North America,U.S. East,WIR,35,ZDR,0,"26,64,246.43","1,05,90,226.84"
2019-04-22,North America,U.S. East,WIR,35,ZOR,21362,"70,43,309.55","2,52,68,326.04"
2019-04-22,North America,U.S. East,WIR,35,ZRE,-3,-918.5,"-1,311.20"
2019-04-02,North America,U.S. Federal,WIR,35,SH,318,"1,53,246.98","4,82,539.98"
2019-04-05,North America,U.S. Federal,WIR,35,ZCMN,9,0,0
2019-04-17,North America,U.S. Federal,WIR,35,ZCR,0,"-1,398.94","-2,298.00"
2019-04-09,North America,U.S. Federal,WIR,35,ZCRN,115,0,0
2019-04-27,North America,U.S. Federal,WIR,35,ZDR,0,"6,087.01","22,046.00"
2019-04-02,North America,U.S. Federal,WIR,35,ZOR,906,"2,64,284.85","10,46,945.00"
2019-04-23,North America,U.S. West,WIR,35,SH,4411,"34,60,395.36","91,57,628.38"
2019-04-06,North America,U.S. West,WIR,35,ZCR,0,"-13,677.14","-25,622.46"
2019-04-02,North America,U.S. West,WIR,35,ZCRN,325,0,"10,320.00"
2019-04-04,North America,U.S. West,WIR,35,ZDR,0,"4,571.61","11,132.46"
2019-04-18,North America,U.S. West,WIR,35,ZOR,112,"38,680.37","1,29,654.00"
2019-04-07,North America,U.S. West,WIR,35,ZRE,-24,"-14,960.12","-33,758.00"
2019-04-05,North America,Canada,WIR,6H,SH,6,"8,261.79","10,456.98"
2019-04-20,North America,Canada,WIR,6H,ZCRN,6,0,0
2019-04-06,North America,U.S. Central,WIR,6H,SH,360,"1,37,192.15","3,46,855.00"
2019-04-06,North America,U.S. Central,WIR,6H,ZCRN,51,0,0
2019-04-12,North America,U.S. East,WIR,6H,SH,19,"35,045.35","52,664.00"
2019-04-15,North America,U.S. East,WIR,6H,ZCRN,82,0,0
2019-04-15,North America,U.S. Federal,WIR,6H,SH,1,433.32,785
2019-04-23,North America,U.S. Federal,WIR,6H,ZCMN,10,0,0
2019-04-18,North America,U.S. Federal,WIR,6H,ZCR,0,-424.2,"-1,498.00"
2019-04-23,North America,U.S. Federal,WIR,6H,ZCRN,55,0,0
2019-04-03,North America,U.S. Federal,WIR,6H,ZDR,0,424.2,"1,498.00"
2019-04-21,North America,U.S. West,WIR,6H,SH,19,"40,736.38","67,985.00"
2019-04-21,North America,U.S. West,WIR,6H,ZCRN,58,0,0
2019-04-17,North America,U.S. West,WIR,6H,ZRE,0,0,0
2019-04-03,North America,Canada,WIR,I5,SH,1118,"2,57,512.32","5,58,425.06"
2019-04-01,North America,Canada,WIR,I5,ZCR,0,-339.48,-680.33
2019-04-08,North America,Canada,WIR,I5,ZCRN,1,0,0
2019-04-25,North America,Canada,WIR,I5,ZDR,0,313.02,718.28
2019-04-26,North America,Canada,WIR,I5,ZOR,2,610.82,"1,286.00"
2019-04-18,North America,Canada,WIR,I5,ZRE,-1,-305.41,-643
2019-04-20,North America,U.S. Central,WIR,I5,SH,1672,"3,98,861.49","8,61,820.00"
2019-04-13,North America,U.S. Central,WIR,I5,ZCRN,571,0,0
2019-04-28,North America,U.S. Central,WIR,I5,ZDR,200,"9,000.00","15,106.00"
2019-04-10,North America,U.S. Central,WIR,I5,ZOR,1838,"3,22,191.45","6,76,754.69"
2019-04-25,North America,U.S. Central,WIR,I5,ZRE,-200,"-9,000.00","-15,006.00"
2019-04-13,North America,U.S. East,WIR,I5,SH,1435,"4,02,267.40","8,97,263.04"
2019-04-10,North America,U.S. East,WIR,I5,ZCRN,481,0,0
2019-04-15,North America,U.S. East,WIR,I5,ZDR,0,0,0
2019-04-09,North America,U.S. East,WIR,I5,ZOR,544,"1,20,435.32","3,39,621.20"
2019-04-01,North America,U.S. East,WIR,I5,ZRE,-2,-272.2,-452
2019-04-05,North America,U.S. Federal,WIR,I5,ZOR,3,494.12,"1,432.24"
2019-04-16,North America,U.S. West,WIR,I5,SH,853,"2,26,222.60","4,84,736.00"
2019-04-17,North America,U.S. West,WIR,I5,ZCRN,221,0,0
2019-04-24,North America,U.S. West,WIR,I5,ZOR,6,"3,292.40","7,836.10"
2019-04-02,North America,US-HSE,WIR,I5,SH,7,"1,362.44","2,960.00"
2019-04-11,North America,Canada,WIR,34,SH,1259,"7,50,254.10","31,53,946.17"
2019-04-19,North America,Canada,WIR,34,ZCR,0,"-1,780.67","-7,685.43"
2019-04-22,North America,Canada,WIR,34,ZCRN,107,0,0
2019-04-25,North America,Canada,WIR,34,ZDR,0,"1,780.67","7,685.43"
2019-04-18,North America,Canada,WIR,34,ZOR,54,"10,601.89","30,291.11"
2019-04-27,North America,U.S. Central,WIR,34,SH,411,"2,79,963.22","7,42,517.00"
2019-04-26,North America,U.S. Central,WIR,34,ZCR,0,"-13,727.60","-68,460.00"
2019-04-28,North America,U.S. Central,WIR,34,ZCRN,49,0,0
2019-04-12,North America,U.S. Central,WIR,34,ZDR,0,"13,727.60","68,490.00"
2019-04-19,North America,U.S. Central,WIR,34,ZOR,41,"9,488.91","55,219.00"
2019-04-24,North America,U.S. Central,WIR,34,ZRE,-24,"-10,178.66","-53,034.00"
2019-04-24,North America,U.S. East,WIR,34,SH,127,"98,192.20","2,20,332.00"
2019-04-19,North America,U.S. East,WIR,34,ZCMN,2,0,0
2019-04-05,North America,U.S. East,WIR,34,ZCRN,232,0,0
2019-04-10,North America,U.S. East,WIR,34,ZOR,177,"93,106.14","2,86,618.27"
2019-04-06,North America,U.S. Federal,WIR,34,SH,17,"12,623.68","27,245.00"
2019-04-13,North America,U.S. Federal,WIR,34,ZCRN,85,0,0
2019-04-01,North America,U.S. Federal,WIR,34,ZOR,64,"59,181.06","1,45,660.00"
2019-04-11,North America,U.S. West,WIR,34,SH,301,"1,93,315.34","5,13,957.00"
2019-04-11,North America,U.S. West,WIR,34,ZCRN,443,0,0
2019-04-25,North America,U.S. West,WIR,34,ZOR,70,"35,718.00","1,09,550.00"
2019-04-07,North America,US-HSE,WIR,34,ZDR,0,"5,318.60","15,196.00"
2019-04-14,North America,Canada,WIR,35,SH,4471,"35,29,053.97","1,04,00,277.63"
2019-04-01,North America,Canada,WIR,35,ZCR,0,"-6,134.61","-18,963.07"
2019-04-21,North America,Canada,WIR,35,ZCRN,68,0,0
2019-04-22,North America,Canada,WIR,35,ZDR,0,"87,062.35","3,07,721.48"
2019-04-12,North America,Canada,WIR,35,ZOR,146,"1,03,464.17","3,25,900.78"
2019-04-17,North America,U.S. Central,WIR,35,SH,24172,"1,13,32,651.18","3,91,34,050.49"
2019-04-17,North America,U.S. Central,WIR,35,ZCR,0,"-63,850.08","-2,27,239.80"
2019-04-05,North America,U.S. Central,WIR,35,ZCRN,815,0,0
2019-04-26,North America,U.S. Central,WIR,35,ZDR,0,"1,87,687.74","10,46,311.45"
2019-04-28,North America,U.S. Central,WIR,35,ZOR,347,"2,70,031.07","6,90,009.54"
2019-04-03,North America,U.S. Central,WIR,35,ZRE,-3449,"-24,62,068.65","-1,64,13,791.00"
2019-04-21,North America,U.S. East,WIR,35,SH,12359,"91,72,882.65","2,69,00,334.62"
2019-04-27,North America,U.S. East,WIR,35,ZCMN,24,0,0
2019-04-06,North America,U.S. East,WIR,35,ZCR,0,"-25,40,236.11","-44,72,955.25"
2019-04-10,North America,U.S. East,WIR,35,ZCRN,68,0,0
2019-04-14,North America,U.S. East,WIR,35,ZDR,0,"25,59,272.23","45,19,822.25"
2019-04-12,North America,U.S. East,WIR,35,ZOR,4024,"40,09,454.13","89,78,266.80"
2019-04-12,North America,U.S. Federal,WIR,35,SH,833,"4,56,968.85","10,42,834.99"
2019-04-20,North America,U.S. Federal,WIR,35,ZCR,0,"-70,427.77","-1,69,915.00"
2019-04-27,North America,U.S. Federal,WIR,35,ZCRN,33,0,0
2019-04-03,North America,U.S. Federal,WIR,35,ZDR,0,"74,248.75","1,72,249.00"
2019-04-06,North America,U.S. Federal,WIR,35,ZOR,94,"69,000.02","1,37,725.00"
2019-04-26,North America,U.S. West,WIR,35,SH,5026,"41,39,743.80","1,21,65,277.84"
2019-04-27,North America,U.S. West,WIR,35,ZCR,-58,"-23,303.90","-78,998.00"
2019-04-18,North America,U.S. West,WIR,35,ZCRN,257,0,0
2019-04-28,North America,U.S. West,WIR,35,ZDR,58,"28,342.46","95,734.56"
2019-04-16,North America,U.S. West,WIR,35,ZOR,303,"1,63,828.30","4,97,945.63"
2019-04-03,North America,U.S. West,WIR,35,ZRE,15,"3,399.81","8,483.16"
2019-04-27,North America,US-HSE,WIR,35,SH,13,"10,575.33","33,603.00"
2019-04-15,North America,US-HSE,WIR,35,ZOR,13,"13,421.96","17,368.63"
